Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"DATA BINDING - {""firstName"":""Jessie"",""lastName"":""Marlowe"",""address"":""27 Cheshire Street"",""phoneNumber"":""40733154268"",""companyName"":""Aperture Inc."",""roleInCompany"":""Scientist"",""email"":""jmarlowe@aperture.us""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:10,03-02-2025 12:01:11,0.400s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:11,03-02-2025 12:01:11,0.556s,PASSED
"setText(findTestObject(""Input Form/lastName""), lastName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:11,03-02-2025 12:01:12,0.584s,PASSED
"setText(findTestObject(""Input Form/address""), address)",Chrome 132.0.6834.160,,,03-02-2025 12:01:12,03-02-2025 12:01:13,0.620s,PASSED
"setText(findTestObject(""Input Form/companyName""), companyName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:13,03-02-2025 12:01:13,0.612s,PASSED
"setText(findTestObject(""Input Form/email""), email)",Chrome 132.0.6834.160,,,03-02-2025 12:01:13,03-02-2025 12:01:14,0.602s,PASSED
"setText(findTestObject(""Input Form/roleInCompany""), roleInCompany)",Chrome 132.0.6834.160,,,03-02-2025 12:01:14,03-02-2025 12:01:14,0.566s,PASSED
"setText(findTestObject(""Input Form/phoneNumber""), phoneNumber)",Chrome 132.0.6834.160,,,03-02-2025 12:01:14,03-02-2025 12:01:15,0.625s,PASSED
"click(findTestObject(""Button/btn_Submit""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:15,03-02-2025 12:01:15,0.306s,PASSED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 12:01:15,03-02-2025 12:01:20,4.778s,PASSED
"DATA BINDING - {""firstName"":""Stan"",""lastName"":""Hamm"",""address"":""10 Dam Road"",""phoneNumber"":""40712462257"",""companyName"":""Sugarwell"",""roleInCompany"":""Advisor"",""email"":""shamm@sugarwell.org""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:15,03-02-2025 12:01:16,0.411s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:16,03-02-2025 12:01:16,0.529s,PASSED
"setText(findTestObject(""Input Form/lastName""), lastName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:16,03-02-2025 12:01:17,0.579s,PASSED
"setText(findTestObject(""Input Form/address""), address)",Chrome 132.0.6834.160,,,03-02-2025 12:01:17,03-02-2025 12:01:17,0.577s,PASSED
"setText(findTestObject(""Input Form/companyName""), companyName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:17,03-02-2025 12:01:18,0.603s,PASSED
"setText(findTestObject(""Input Form/email""), email)",Chrome 132.0.6834.160,,,03-02-2025 12:01:18,03-02-2025 12:01:19,0.579s,PASSED
"setText(findTestObject(""Input Form/roleInCompany""), roleInCompany)",Chrome 132.0.6834.160,,,03-02-2025 12:01:19,03-02-2025 12:01:19,0.590s,PASSED
"setText(findTestObject(""Input Form/phoneNumber""), phoneNumber)",Chrome 132.0.6834.160,,,03-02-2025 12:01:19,03-02-2025 12:01:20,0.591s,PASSED
"click(findTestObject(""Button/btn_Submit""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:20,03-02-2025 12:01:20,0.303s,PASSED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 12:01:20,03-02-2025 12:01:25,4.871s,PASSED
"DATA BINDING - {""firstName"":""Michelle"",""lastName"":""Norton"",""address"":""13 White Rabbit Street"",""phoneNumber"":""40731254562"",""companyName"":""Aperture Inc."",""roleInCompany"":""Scientist"",""email"":""mnorton@aperture.us""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:20,03-02-2025 12:01:21,0.391s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:21,03-02-2025 12:01:21,0.579s,PASSED
"setText(findTestObject(""Input Form/lastName""), lastName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:21,03-02-2025 12:01:22,0.631s,PASSED
"setText(findTestObject(""Input Form/address""), address)",Chrome 132.0.6834.160,,,03-02-2025 12:01:22,03-02-2025 12:01:22,0.588s,PASSED
"setText(findTestObject(""Input Form/companyName""), companyName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:22,03-02-2025 12:01:23,0.580s,PASSED
"setText(findTestObject(""Input Form/email""), email)",Chrome 132.0.6834.160,,,03-02-2025 12:01:23,03-02-2025 12:01:24,0.607s,PASSED
"setText(findTestObject(""Input Form/roleInCompany""), roleInCompany)",Chrome 132.0.6834.160,,,03-02-2025 12:01:24,03-02-2025 12:01:24,0.561s,PASSED
"setText(findTestObject(""Input Form/phoneNumber""), phoneNumber)",Chrome 132.0.6834.160,,,03-02-2025 12:01:24,03-02-2025 12:01:25,0.601s,PASSED
"click(findTestObject(""Button/btn_Submit""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:25,03-02-2025 12:01:25,0.296s,PASSED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 12:01:25,03-02-2025 12:01:30,4.796s,PASSED
"DATA BINDING - {""firstName"":""Stacy"",""lastName"":""Shelby"",""address"":""19 Pineapple Boulevard"",""phoneNumber"":""40741785214"",""companyName"":""TechDev"",""roleInCompany"":""HR Manager"",""email"":""sshelby@techdev.com""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:25,03-02-2025 12:01:26,0.414s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:26,03-02-2025 12:01:26,0.563s,PASSED
"setText(findTestObject(""Input Form/lastName""), lastName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:26,03-02-2025 12:01:27,0.587s,PASSED
"setText(findTestObject(""Input Form/address""), address)",Chrome 132.0.6834.160,,,03-02-2025 12:01:27,03-02-2025 12:01:27,0.583s,PASSED
"setText(findTestObject(""Input Form/companyName""), companyName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:27,03-02-2025 12:01:28,0.587s,PASSED
"setText(findTestObject(""Input Form/email""), email)",Chrome 132.0.6834.160,,,03-02-2025 12:01:28,03-02-2025 12:01:28,0.585s,PASSED
"setText(findTestObject(""Input Form/roleInCompany""), roleInCompany)",Chrome 132.0.6834.160,,,03-02-2025 12:01:28,03-02-2025 12:01:29,0.595s,PASSED
"setText(findTestObject(""Input Form/phoneNumber""), phoneNumber)",Chrome 132.0.6834.160,,,03-02-2025 12:01:29,03-02-2025 12:01:30,0.581s,PASSED
"click(findTestObject(""Button/btn_Submit""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:30,03-02-2025 12:01:30,0.291s,PASSED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 12:01:30,03-02-2025 12:01:35,4.842s,PASSED
"DATA BINDING - {""firstName"":""Lara"",""lastName"":""Palmer"",""address"":""87 Orange Street"",""phoneNumber"":""40731653845"",""companyName"":""Timepath Inc."",""roleInCompany"":""Programmer"",""email"":""lpalmer@timepath.co.uk""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:30,03-02-2025 12:01:30,0.390s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:30,03-02-2025 12:01:31,0.541s,PASSED
"setText(findTestObject(""Input Form/lastName""), lastName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:31,03-02-2025 12:01:32,0.578s,PASSED
"setText(findTestObject(""Input Form/address""), address)",Chrome 132.0.6834.160,,,03-02-2025 12:01:32,03-02-2025 12:01:32,0.599s,PASSED
"setText(findTestObject(""Input Form/companyName""), companyName)",Chrome 132.0.6834.160,,,03-02-2025 12:01:32,03-02-2025 12:01:33,0.597s,PASSED
"setText(findTestObject(""Input Form/email""), email)",Chrome 132.0.6834.160,,,03-02-2025 12:01:33,03-02-2025 12:01:33,0.619s,PASSED
"setText(findTestObject(""Input Form/roleInCompany""), roleInCompany)",Chrome 132.0.6834.160,,,03-02-2025 12:01:33,03-02-2025 12:01:34,0.607s,PASSED
"setText(findTestObject(""Input Form/phoneNumber""), phoneNumber)",Chrome 132.0.6834.160,,,03-02-2025 12:01:34,03-02-2025 12:01:35,0.586s,PASSED
"click(findTestObject(""Button/btn_Submit""))",Chrome 132.0.6834.160,,,03-02-2025 12:01:35,03-02-2025 12:01:35,0.305s,PASSED
