Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 11:55:07,03-02-2025 11:55:08,0.325s,FAILED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 11:55:08,03-02-2025 11:55:09,0.709s,FAILED
"DATA BINDING - {""firstName"":""Michelle"",""lastName"":""Norton"",""address"":""13 White Rabbit Street"",""phoneNumber"":""40731254562"",""companyName"":""Aperture Inc."",""roleInCompany"":""Scientist"",""email"":""mnorton@aperture.us""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 11:55:08,03-02-2025 11:55:08,0.300s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 11:55:08,03-02-2025 11:55:09,0.378s,FAILED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 11:55:09,03-02-2025 11:55:09,0.713s,FAILED
"DATA BINDING - {""firstName"":""Stacy"",""lastName"":""Shelby"",""address"":""19 Pineapple Boulevard"",""phoneNumber"":""40741785214"",""companyName"":""TechDev"",""roleInCompany"":""HR Manager"",""email"":""sshelby@techdev.com""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 11:55:09,03-02-2025 11:55:09,0.305s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 11:55:09,03-02-2025 11:55:09,0.391s,FAILED
,,,,,,,
Test Cases/RPA Challenge,Chrome 132.0.6834.160,,,03-02-2025 11:55:09,03-02-2025 11:55:10,0.977s,FAILED
"DATA BINDING - {""firstName"":""Lara"",""lastName"":""Palmer"",""address"":""87 Orange Street"",""phoneNumber"":""40731653845"",""companyName"":""Timepath Inc."",""roleInCompany"":""Programmer"",""email"":""lpalmer@timepath.co.uk""}",,,,,,,
"click(findTestObject(""Button/btn_Start""))",Chrome 132.0.6834.160,,,03-02-2025 11:55:09,03-02-2025 11:55:10,0.520s,PASSED
"setText(findTestObject(""Input Form/firstName""), firstName)",Chrome 132.0.6834.160,,,03-02-2025 11:55:10,03-02-2025 11:55:10,0.443s,FAILED
